designation,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,r_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J202240.98+404816.9,305.6707606,40.8047189,20h22m40.98s,40d48m16.99s,0.0905,0.0909,-0.0222,13.965,0.040,27.3,1.138E+00,14.380,0.059,18.5,1.207E+00,10.708,0.316,3.4,4.240E-01,8.375,null,-0.4,4.855E-01,1,0,0.000,0.000,0.000,0.000,39,114,-161,116,0000,0,22nn,AABU,0000,51,51,39,51,4,25,1,25,305529564,0.062,14.678,0.031,14.133,0.042,14.115,0.069,365.113511,284.954194
J202250.42+404212.8,305.7100929,40.7035763,20h22m50.42s,40d42m12.87s,0.0568,0.0562,-0.0069,13.258,0.027,39.9,2.641E+00,13.352,0.035,30.8,1.350E+00,11.488,null,-1.4,5.518E-01,6.690,0.167,6.5,1.350E+00,2,0,0.000,0.001,0.000,0.000,78,82,-205,83,0000,0,21nn,AAUB,0000,47,47,48,48,0,21,8,21,305528620,0.756,14.703,0.047,14.061,0.048,13.665,0.055,365.245415,222.326986
J202316.77+405244.4,305.8198838,40.8790275,20h23m16.77s,40d52m44.50s,0.0554,0.0542,0.0027,13.229,0.029,37.3,1.642E+00,13.215,0.029,36.9,1.390E+00,11.456,null,1.3,7.712E-01,5.026,0.077,14.1,4.589E+00,1,0,0.000,0.000,0.000,0.000,86,181,-141,152,0000,1,20n2,AAUA,0000,50,50,50,50,1,22,22,22,305543475,0.072,15.652,0.061,14.155,0.039,13.541,0.049,365.418155,8.426857
J202317.47+404042.7,305.8228131,40.6785343,20h23m17.48s,40d40m42.72s,0.0490,0.0468,-0.0030,12.119,0.024,45.1,6.508E+00,12.109,0.029,37.8,2.289E+00,11.278,0.298,3.6,5.063E-01,7.757,null,0.7,7.440E-01,1,0,0.000,0.000,0.000,0.000,133,49,-36,46,00d0,1,32nn,AABU,0000,49,49,49,49,0,20,0,20,305545270,0.719,13.045,null,12.693,0.037,12.501,0.033,365.547056,170.281017
J202344.09+404717.4,305.9337367,40.7881788,20h23m44.10s,40d47m17.44s,0.0942,0.1214,-0.0113,13.740,0.045,24.2,3.534E+00,13.913,0.070,15.5,1.557E+00,10.307,null,-1.0,3.210E-01,5.497,null,0.9,3.944E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0O00,1,nnnn,AAUU,0000,52,52,48,52,0,17,0,21,305628740,1.236,15.625,0.061,15.028,0.087,14.369,0.092,365.598628,84.555479
J202339.41+404956.5,305.9142381,40.8323727,20h23m39.42s,40d49m56.54s,0.2210,0.2232,-0.0553,14.406,0.085,12.7,2.617E+00,14.895,0.144,7.5,1.240E+00,11.562,null,-2.9,6.800E-01,6.749,0.147,7.4,1.918E+00,2,0,0.000,0.000,0.000,0.000,267,380,544,379,000d,0,1nn1,ABUB,0000,49,50,13,50,0,19,11,19,305629146,0.169,16.833,0.158,15.058,0.075,14.477,0.097,366.051769,58.049124
J202320.41+404049.4,305.8350690,40.6804045,20h23m20.42s,40d40m49.46s,0.1072,0.1593,-0.0804,13.372,0.060,18.1,2.506E+00,13.474,0.068,15.9,1.530E+00,10.829,null,-2.2,4.579E-01,7.399,0.338,3.2,7.784E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0d00,0,nnnn,AAUB,0000,50,50,50,50,0,15,4,21,305545251,0.250,14.616,0.028,13.996,0.040,13.686,0.052,366.141306,164.934575
J202249.79+405108.3,305.7074753,40.8523307,20h22m49.79s,40d51m08.39s,0.0795,0.0794,-0.0193,13.420,0.039,28.0,1.638E+00,13.550,0.052,20.8,1.212E+00,12.435,null,-21.2,1.968E+00,8.415,null,-16.9,5.653E+00,1,0,0.000,0.000,0.000,0.000,-85,93,70,93,P000,1,n0nn,AAUU,0000,48,48,48,48,0,1,1,14,305529960,0.282,15.600,0.056,14.226,0.039,13.769,0.053,366.404419,316.434543
J202327.44+405205.1,305.8643570,40.8681024,20h23m27.45s,40d52m05.17s,0.0517,0.0507,-0.0045,12.274,0.027,39.8,5.583E+00,12.347,0.032,34.0,1.950E+00,12.077,null,-1.4,6.852E-01,8.862,null,-45.2,1.556E+01,1,0,0.000,0.000,0.000,0.000,-52,48,17,48,000d,1,21nn,AAUU,0000,54,54,54,54,0,24,1,6,305543565,0.064,12.851,0.022,12.493,0.021,12.377,0.023,366.483027,28.457714
J202344.15+404723.9,305.9339876,40.7899826,20h23m44.16s,40d47m23.94s,0.0850,0.1027,0.0100,13.579,0.041,26.3,3.534E+00,13.606,0.057,18.9,1.557E+00,10.320,null,-1.9,3.210E-01,5.895,null,-2.1,3.944E-01,2,1,0.000,0.000,0.000,0.000,457,87,-222,87,0O00,1,nnnn,AAUU,0000,52,52,52,52,0,6,0,21,305628753,2.890,15.773,0.065,14.659,0.075,14.334,0.093,366.941626,83.555876
J202321.82+404053.2,305.8409512,40.6814681,20h23m21.83s,40d40m53.29s,0.1761,0.1798,-0.0421,14.308,0.074,14.6,2.130E+00,14.433,0.088,12.3,1.093E+00,11.015,null,-3.5,6.283E-01,8.754,null,-0.3,9.500E-01,1,0,0.000,0.000,0.000,0.000,-191,200,-27,204,0000,0,10nn,AAUU,0000,50,50,38,50,0,7,0,21,305545242,1.345,16.191,0.103,15.379,0.133,14.972,0.164,366.982095,162.357256
J202344.33+404627.7,305.9347459,40.7743816,20h23m44.34s,40d46m27.77s,0.1732,0.1907,-0.0458,14.210,0.069,15.8,1.138E+00,14.593,0.141,7.7,1.205E+00,11.264,null,-3.4,6.806E-01,5.618,null,-0.5,5.090E-02,1,0,0.000,0.000,0.000,0.000,54,190,-156,193,0000,0,10nn,ABUU,0000,53,54,27,54,0,17,0,24,305628627,0.194,15.871,0.066,14.986,0.070,14.404,0.090,367.081821,92.338326
J202251.38+404200.8,305.7140998,40.7002474,20h22m51.38s,40d42m00.89s,0.1187,0.1195,-0.0210,14.094,0.050,21.6,1.276E+00,14.396,0.077,14.1,1.283E+00,11.797,null,-6.9,7.756E-01,8.740,null,-4.2,3.185E+00,1,0,0.001,0.000,0.000,0.000,208,158,-181,160,0h00,1,10nn,AAUU,0000,46,47,38,47,0,8,1,21,305528587,0.230,14.937,0.036,14.410,0.055,14.059,0.066,367.113493,219.805163
J202248.70+405057.1,305.7029333,40.8492205,20h22m48.70s,40d50m57.19s,0.0620,0.0618,-0.0099,13.302,0.032,33.7,1.656E+00,13.284,0.036,30.4,1.351E+00,12.269,null,-21.8,1.974E+00,6.940,null,-6.7,2.186E+00,1,0,0.000,0.000,0.000,0.000,109,80,-18,81,0000,0,21nn,AAUU,0000,48,48,48,48,0,0,0,10,305529939,0.273,14.858,0.037,14.017,0.040,13.504,0.046,367.212452,313.831387
J202335.93+405050.7,305.8997352,40.8474187,20h23m35.94s,40d50m50.71s,0.0435,0.0414,0.0059,10.751,0.024,44.3,2.527E+00,10.768,0.024,44.7,1.405E+00,9.554,0.095,11.4,9.313E-01,4.333,0.039,28.2,2.569E+01,2,0,0.000,0.000,0.000,0.000,6,34,-138,34,000d,1,0003,AAAA,0000,53,53,53,53,23,23,23,23,305629283,0.262,13.387,0.029,11.768,0.020,11.181,0.022,367.255759,47.560332
J202313.01+405250.1,305.8042292,40.8805979,20h23m13.02s,40d52m50.15s,0.0694,0.0680,-0.0109,13.151,0.033,32.6,1.059E+01,13.050,0.038,28.7,3.580E+00,11.815,null,-0.5,7.837E-01,5.697,0.068,15.9,8.876E+00,1,0,0.000,0.000,0.000,0.000,27,109,-2,110,hhHd,1,99n3,AAUA,0000,49,49,49,49,0,19,16,20,305543459,2.398,15.167,0.052,14.420,0.059,14.107,0.082,367.283650,1.706839
J202242.06+404902.4,305.6752672,40.8173525,20h22m42.06s,40d49m02.47s,0.0654,0.0665,-0.0142,14.371,0.029,36.9,2.023E+00,14.499,0.043,25.3,1.682E+00,11.570,null,-0.2,5.982E-01,7.913,0.314,3.5,1.103E+00,1,0,0.000,0.000,0.000,0.000,-276,154,-60,162,0000,0,22nn,AAUB,0000,49,49,39,49,0,23,4,22,305529664,0.145,15.407,0.048,14.842,0.070,14.409,0.089,367.946202,292.310103
J202303.59+404047.8,305.7649757,40.6799608,20h23m03.59s,40d40m47.86s,0.0540,0.0604,0.0242,12.072,0.030,36.4,3.302E+00,12.027,0.031,35.4,1.524E+00,10.950,0.316,3.4,5.916E-01,5.276,0.144,7.5,4.012E+00,3,1,0.000,0.000,0.000,0.000,106,31,33,42,0000,1,nnnn,AABB,0000,49,49,49,49,3,21,18,21,305545259,1.731,14.471,0.073,13.081,0.059,12.577,0.041,367.950263,195.154951
J202239.99+404737.4,305.6666449,40.7937399,20h22m39.99s,40d47m37.46s,0.0481,0.0467,0.0049,13.157,0.025,44.2,3.294E+00,13.252,0.029,37.7,1.169E+00,10.960,0.305,3.6,4.377E-01,6.782,0.195,5.6,1.998E+00,1,0,0.000,0.000,0.000,0.000,74,73,-36,79,0000,1,11nn,AABB,0000,52,52,52,52,1,26,2,26,305529457,1.052,14.401,0.037,13.755,0.047,13.610,null,368.111537,278.546971
J202334.21+405112.3,305.8925818,40.8534440,20h23m34.22s,40d51m12.40s,0.1739,0.1801,-0.0551,14.614,0.093,11.7,1.408E+00,14.684,0.104,10.4,1.020E+00,9.528,0.120,9.0,1.464E+00,4.551,0.061,17.9,1.384E+01,3,0,0.000,0.000,0.000,0.000,493,181,1856,185,P000,1,n001,AABA,0000,50,53,25,53,24,24,24,24,305629343,0.782,16.812,0.147,15.470,0.106,14.973,0.150,368.640199,43.024489
J202321.07+405237.2,305.8378082,40.8770044,20h23m21.07s,40d52m37.22s,0.2031,0.2112,-0.0576,14.789,0.076,14.3,1.660E+00,15.766,0.238,4.6,1.114E+00,11.139,null,-3.9,6.675E-01,5.543,null,1.7,4.160E-01,2,0,0.000,0.000,0.000,0.000,-125,487,-195,484,000d,0,1nnn,ABUU,0000,48,50,4,50,0,9,2,23,305543485,0.559,16.423,0.122,15.585,0.137,15.594,null,368.694773,16.115944
J202343.58+404810.9,305.9315840,40.8030408,20h23m43.58s,40d48m10.95s,0.0610,0.0612,-0.0063,12.563,0.031,35.2,1.852E+00,12.491,0.033,32.8,1.485E+00,10.067,null,-2.2,2.362E-01,7.925,null,-11.9,6.845E-01,1,0,0.000,0.000,0.000,0.000,44,59,-131,61,0o00,0,10nn,AAUU,0000,51,51,51,51,0,1,0,19,305628899,0.232,14.896,0.052,13.497,0.036,12.978,null,368.702263,76.162366
J202318.04+405246.1,305.8251970,40.8794854,20h23m18.05s,40d52m46.15s,0.1468,0.1532,-0.0323,14.403,0.068,16.0,1.594E+00,14.495,0.077,14.1,9.485E-01,11.407,null,-0.3,5.942E-01,5.803,0.090,12.1,8.705E+00,3,0,0.000,0.000,0.000,0.000,-132,286,630,313,0000,1,20n0,AAUA,0000,48,50,34,50,0,22,19,22,305543468,1.422,16.092,0.092,15.019,0.089,14.677,0.124,369.439535,10.608466
J202305.50+404041.0,305.7729205,40.6780685,20h23m05.50s,40d40m41.05s,0.0529,0.0515,-0.0043,11.539,0.030,36.6,3.483E+00,11.570,0.026,41.7,1.957E+00,11.650,null,-0.2,5.875E-01,6.728,0.390,2.8,2.094E+00,2,0,0.000,0.000,0.000,0.000,94,43,66,43,0000,1,11nn,AAUC,0000,48,48,48,48,0,21,7,21,305545273,0.181,12.334,0.022,11.943,0.021,11.741,0.018,369.562026,191.630797
J202246.93+405038.9,305.6955788,40.8441612,20h22m46.94s,40d50m38.98s,0.0639,0.0625,-0.0135,12.998,0.033,32.9,1.620E+00,13.067,0.033,32.9,1.310E+00,12.484,null,-16.3,1.444E+00,6.931,null,-1.7,1.110E+00,2,1,0.000,0.000,0.000,0.000,66,71,-267,70,0000,0,nnnn,AAUU,0000,49,49,49,49,0,2,1,20,305529890,0.253,14.391,0.039,13.497,0.039,13.348,0.047,370.064810,309.646260
J202258.81+404104.7,305.7450754,40.6846594,20h22m58.82s,40d41m04.77s,0.0398,0.0370,0.0094,11.335,0.023,47.6,1.449E+00,11.396,0.021,51.8,1.604E+00,12.187,null,-2.3,8.269E-01,6.742,null,-0.5,2.685E-01,1,0,0.000,0.000,0.000,0.000,76,37,34,36,0000,0,00nn,AAUU,0000,49,49,49,49,0,21,0,21,305545215,0.206,13.153,0.020,12.007,0.019,11.605,0.016,370.190046,203.990311
J202342.92+404444.2,305.9288671,40.7456121,20h23m42.93s,40d44m44.20s,0.1548,0.1581,-0.0490,16.155,null,-0.2,8.057E-01,16.289,null,-1.3,8.873E-01,9.530,0.065,16.6,1.682E+00,4.464,0.037,29.5,2.390E+01,2,0,0.000,0.000,0.000,0.000,-23,2601,11,2789,000d,1,nn12,UUAA,0000,1,53,0,53,24,24,24,24,null,null,null,null,null,null,null,null,370.392597,108.670362
J202334.62+404215.7,305.8942705,40.7043673,20h23m34.62s,40d42m15.72s,0.0478,0.0458,0.0045,12.024,0.025,43.6,3.419E+00,12.051,0.026,41.5,1.516E+00,11.870,null,-2.3,6.493E-01,7.489,0.214,5.1,1.882E+00,1,0,0.000,0.000,0.000,0.001,76,44,32,44,0000,1,10nn,AAUB,0000,52,52,52,52,0,22,7,23,305628023,0.238,14.945,0.046,13.148,0.031,12.532,0.027,370.508240,136.145078
J202344.03+404529.5,305.9334781,40.7582200,20h23m44.03s,40d45m29.59s,0.2374,0.2374,-0.0727,14.481,0.084,12.9,1.057E+00,15.045,0.176,6.2,1.092E+00,12.116,null,1.0,7.897E-01,6.866,0.244,4.4,7.280E-01,1,0,0.000,0.000,0.000,0.000,140,216,-269,220,0000,0,1nnn,ABUB,0000,52,54,10,54,1,24,9,24,305628476,0.612,16.314,0.107,15.265,0.096,14.833,0.136,370.700021,101.383038
J202306.18+405248.4,305.7757512,40.8801171,20h23m06.18s,40d52m48.42s,0.0383,0.0358,0.0092,10.108,0.023,47.3,2.087E+00,10.110,0.020,54.5,2.153E+00,9.307,0.069,15.8,1.153E+00,4.730,0.074,14.6,7.843E+00,2,0,0.000,0.000,0.000,0.000,-65,35,-51,40,ddOd,1,12n0,AAAA,0000,48,48,48,48,20,20,20,20,305543465,0.133,11.555,0.020,10.681,0.018,10.370,0.014,371.414112,349.674201
J202313.83+404032.1,305.8076363,40.6755912,20h23m13.83s,40d40m32.13s,0.0730,0.0713,-0.0039,13.647,0.033,33.0,2.444E+00,13.767,0.045,24.4,1.401E+00,10.544,0.451,2.4,4.523E-01,7.254,null,-0.5,6.882E-01,1,0,0.000,0.000,0.000,0.000,128,96,105,260,0hd0,0,21nn,AACU,0000,50,50,50,50,3,21,0,21,305545291,0.269,14.932,0.037,14.285,0.050,13.827,0.060,371.456614,176.870962
J202343.68+404508.7,305.9320108,40.7524289,20h23m43.68s,40d45m08.74s,0.0685,0.0684,-0.0083,13.380,0.032,34.1,1.600E+00,13.676,0.048,22.7,1.452E+00,11.549,null,1.3,6.722E-01,5.825,0.056,19.5,9.121E+00,1,0,0.000,0.000,0.000,0.000,-50,79,22,82,0000,1,11n3,AAUA,0000,54,54,53,54,0,24,24,24,305628426,0.330,14.456,0.025,13.827,0.032,13.530,0.047,371.531047,104.658397
J202335.23+405105.2,305.8968321,40.8514474,20h23m35.24s,40d51m05.21s,0.1716,0.1807,-0.0236,15.665,null,1.6,7.213E+00,16.097,0.464,2.3,3.018E+00,8.945,0.082,13.3,3.145E+00,4.213,0.037,29.6,1.729E+01,4,1,0.000,0.000,0.000,0.000,286,1481,-1194,1167,000d,1,nnnn,UCAA,0000,6,52,0,53,24,24,24,24,null,null,null,null,null,null,null,null,371.537131,45.085605
J202307.12+404035.6,305.7796838,40.6765612,20h23m07.12s,40d40m35.62s,0.0677,0.0655,-0.0088,13.230,0.033,33.3,1.623E+00,13.261,0.038,28.5,1.281E+00,12.284,null,-7.1,7.682E-01,9.030,null,-23.2,5.616E+00,1,0,0.000,0.000,0.000,0.000,43,79,-102,79,0000,1,10nn,AAUU,0000,49,49,49,49,0,18,0,21,305545284,0.179,14.682,0.038,13.850,0.042,13.476,0.047,371.654657,188.672672
J202259.46+405226.8,305.7477804,40.8741123,20h22m59.47s,40d52m26.80s,0.0646,0.0642,-0.0085,13.023,0.032,34.2,3.276E+00,13.076,0.034,31.6,1.495E+00,10.179,null,-3.2,3.558E-01,6.096,null,-5.0,1.816E+00,1,0,0.000,0.000,0.000,0.000,-102,74,174,76,000d,1,11nn,AAUU,0000,48,48,48,48,0,0,0,4,305543519,1.007,14.608,0.041,13.815,0.045,13.453,0.046,372.260528,337.456231
J202342.13+404415.1,305.9255791,40.7375360,20h23m42.14s,40d44m15.13s,0.0389,0.0369,0.0084,9.772,0.023,47.6,1.382E+00,9.787,0.021,52.7,1.196E+00,9.183,0.141,7.7,3.919E-01,5.082,0.070,15.4,6.575E+00,1,0,0.000,0.000,0.000,0.001,54,39,13,37,0000,1,1110,AABA,0000,55,55,55,55,25,25,24,25,305628291,0.068,9.937,0.021,9.837,0.017,9.808,0.015,372.491234,113.353749
J202239.90+404527.3,305.6662629,40.7575949,20h22m39.90s,40d45m27.34s,0.0756,0.0752,-0.0138,13.446,0.036,30.3,3.874E+00,13.289,0.042,25.7,1.707E+00,12.288,null,-2.0,7.539E-01,7.717,null,-11.4,3.158E+00,1,0,0.000,0.000,0.000,0.000,278,86,-122,87,0o00,1,20nn,AAUU,0000,49,49,48,48,0,24,0,24,305529132,0.609,14.843,0.047,13.941,null,13.739,null,372.966644,258.334725
J202243.95+404956.3,305.6831617,40.8323237,20h22m43.96s,40d49m56.37s,0.1225,0.1124,-0.0466,14.114,0.050,21.7,2.326E+00,14.211,0.058,18.6,1.706E+00,11.673,null,-3.6,7.738E-01,7.059,0.523,2.1,4.407E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,1,nnnn,AAUC,0000,49,49,41,49,0,17,3,22,305529784,0.366,16.218,0.098,15.224,0.110,14.696,0.128,372.971697,301.260486
J202337.55+405038.4,305.9064843,40.8440026,20h23m37.56s,40d50m38.41s,0.0923,0.0918,-0.0214,13.407,0.043,25.5,1.941E+00,13.437,0.052,20.7,9.951E-01,12.488,null,0.0,1.110E+00,5.522,0.058,18.8,1.390E+01,2,0,0.000,0.000,0.000,0.000,464,89,-175,89,000d,1,10n3,AAUA,0000,52,52,52,52,1,22,17,22,305629258,0.819,16.084,0.090,14.509,0.071,13.949,0.067,373.164552,50.859054
J202239.93+404802.6,305.6664119,40.8007420,20h22m39.94s,40d48m02.67s,0.1275,0.1290,-0.0184,13.898,0.058,18.8,2.112E+00,14.079,0.068,15.9,1.262E+00,9.679,0.187,5.8,6.395E-01,5.565,0.341,3.2,6.855E-01,2,0,0.000,0.000,0.000,0.000,-79,129,-158,132,0000,0,121n,AABB,0000,52,52,45,52,25,26,3,26,305529529,0.545,15.589,0.064,14.864,0.068,14.493,0.108,373.275387,282.362581
J202325.89+405221.7,305.8579076,40.8726951,20h23m25.90s,40d52m21.70s,0.2589,0.2620,-0.0849,15.062,0.103,10.5,1.011E+00,15.617,0.207,5.3,1.157E+00,10.876,null,1.0,4.499E-01,7.267,null,-9.3,5.867E+00,1,0,0.000,0.000,0.000,0.000,-1,720,331,1029,0000,1,1nnn,ABUU,0000,39,53,7,53,1,24,3,11,305543530,0.681,16.972,null,15.657,0.142,15.319,0.232,373.365488,24.876987
J202242.57+404357.6,305.6773877,40.7326842,20h22m42.57s,40d43m57.66s,0.1168,0.1048,-0.0335,13.971,0.045,24.1,2.071E+00,14.294,0.072,15.1,1.558E+00,11.224,0.194,5.6,1.384E+00,5.951,null,1.4,1.929E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,PP00,0,nnnn,AABU,0000,44,44,41,46,3,19,0,18,305528891,0.931,15.445,0.054,14.785,0.071,14.450,0.099,373.536347,243.763083
J202333.03+405130.8,305.8876479,40.8585727,20h23m33.04s,40d51m30.86s,0.0944,0.0953,-0.0261,13.435,0.044,24.6,1.764E+00,13.442,0.049,22.1,1.134E+00,10.773,null,1.0,6.757E-01,5.534,0.127,8.6,7.799E+00,3,0,0.000,0.001,0.000,0.000,108,90,125,91,0000,1,10n0,AAUB,0000,53,53,53,53,1,24,19,24,305629381,0.961,16.113,0.085,14.672,0.070,14.037,0.074,373.622083,39.583717
J202327.58+404113.5,305.8649486,40.6870857,20h23m27.59s,40d41m13.51s,0.0541,0.0519,-0.0062,11.931,0.027,40.8,4.562E+00,11.937,0.030,36.7,1.752E+00,11.469,0.463,2.3,6.995E-01,8.183,null,-3.7,1.127E+00,1,0,0.000,0.000,0.000,0.000,7,46,-27,45,0000,1,11nn,AACU,0000,50,50,50,50,1,21,0,21,305545193,0.383,13.939,0.035,12.818,0.031,12.361,0.024,373.863959,151.790503
J202341.14+404348.0,305.9214506,40.7300082,20h23m41.15s,40d43m48.03s,0.1006,0.1022,-0.0212,13.468,0.046,23.8,9.803E-01,13.548,0.054,20.0,1.146E+00,10.487,0.350,3.1,3.673E-01,6.119,0.081,13.4,3.294E+00,1,0,0.000,0.000,0.000,0.000,163,91,26,93,0000,1,22n0,AABA,0000,54,54,54,54,3,25,22,25,305628237,0.192,14.994,0.037,14.013,0.040,13.763,0.055,374.088284,117.852686
J202340.91+404943.6,305.9204741,40.8287968,20h23m40.91s,40d49m43.67s,0.1685,0.1663,-0.0482,14.151,0.068,16.0,1.677E+00,14.299,0.095,11.4,8.936E-01,11.563,null,-4.9,8.820E-01,7.627,0.275,4.0,1.045E+00,2,0,0.000,0.001,0.000,0.000,-40,182,38,186,0h00,0,00nn,AAUB,0000,50,50,41,50,0,12,2,19,305629113,0.305,15.373,0.056,14.729,0.072,14.452,0.101,374.208555,61.097777
J202303.35+404042.0,305.7639924,40.6783475,20h23m03.36s,40d40m42.05s,0.0702,0.0864,0.0329,12.571,0.037,29.5,3.302E+00,12.585,0.042,25.7,1.524E+00,11.547,null,-0.4,5.916E-01,6.750,null,-0.1,4.012E+00,3,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,1,nnnn,AAUU,0000,49,49,49,49,0,21,0,21,305545272,0.828,15.450,0.055,13.882,0.035,13.197,0.035,374.259088,195.319584
J202312.22+404028.6,305.8009545,40.6746119,20h23m12.23s,40d40m28.60s,0.0403,0.0378,0.0089,10.448,0.023,48.2,1.388E+01,10.450,0.021,50.8,6.668E+00,10.162,null,1.0,1.994E-01,6.195,null,-1.6,1.797E-01,1,0,0.000,0.000,0.000,0.000,-51,33,-20,33,00d0,1,01nn,AAUU,0000,49,49,49,49,0,19,0,20,305545300,0.592,13.976,0.032,11.971,0.024,11.143,0.018,374.434669,179.688952
J202253.26+404134.5,305.7219316,40.6929399,20h22m53.26s,40d41m34.58s,0.0499,0.0486,-0.0028,13.366,0.026,42.3,2.515E+00,13.412,0.030,35.7,1.853E+00,11.944,null,-5.3,9.709E-01,8.864,null,-40.8,7.970E+00,1,0,0.000,0.000,0.000,0.000,-48,76,-28,76,0000,1,22nn,AAUU,0000,50,50,50,50,0,19,0,15,305545145,0.779,16.156,0.108,14.681,0.082,14.061,0.081,375.146719,214.719193
J202244.05+404324.1,305.6835507,40.7233760,20h22m44.05s,40d43m24.15s,0.0402,0.0385,0.0089,10.697,0.023,47.0,2.326E+01,10.745,0.021,50.5,1.100E+01,11.801,null,-0.2,7.514E-01,7.459,null,-1.3,8.088E-01,1,0,0.000,0.000,0.000,0.000,18,35,-192,34,0h00,1,11nn,AAUU,0000,45,45,45,45,0,18,0,18,305528816,1.294,12.545,0.028,11.590,0.025,11.290,0.024,375.198008,238.028412
J202332.08+405141.6,305.8836871,40.8615628,20h23m32.08s,40d51m41.63s,0.0973,0.0985,-0.0245,12.966,0.042,25.7,1.196E+00,13.107,0.062,17.5,9.189E-01,11.673,null,-4.6,7.147E-01,5.423,0.073,14.9,8.220E+00,3,0,0.000,0.000,0.000,0.000,55,76,-5,78,0000,1,11n1,AAUA,0000,53,53,53,53,0,20,20,24,305629412,0.553,15.191,0.052,13.853,0.040,13.341,null,375.338382,37.267102
J202339.01+404306.1,305.9125775,40.7183636,20h23m39.02s,40d43m06.11s,0.0477,0.0456,0.0025,11.671,0.025,43.1,4.285E+00,11.610,0.026,42.5,2.186E+00,10.791,0.152,7.2,1.014E+00,6.320,0.113,9.6,1.479E+00,1,0,0.000,0.000,0.000,0.000,173,47,-137,42,0000,1,2200,AABB,0000,53,53,52,52,10,23,22,23,305628141,0.392,13.660,null,12.866,0.035,12.243,0.026,375.463627,125.255555
J202254.58+404124.0,305.7274283,40.6900067,20h22m54.58s,40d41m24.02s,0.0482,0.0469,0.0045,13.437,0.024,44.9,2.826E+00,13.462,0.029,37.4,1.554E+00,12.670,null,-11.6,1.021E+00,7.826,null,-16.7,5.059E+00,1,0,0.000,0.000,0.000,0.000,-50,76,-271,77,0000,1,31nn,AAUU,0000,50,50,49,50,0,19,0,8,305545172,0.162,14.268,0.027,13.596,0.033,13.464,0.045,375.744527,211.920468
J202339.91+405005.8,305.9163260,40.8349711,20h23m39.92s,40d50m05.90s,0.0688,0.0674,-0.0086,12.881,0.031,35.1,1.683E+00,13.029,0.047,23.1,1.465E+00,11.760,null,-6.3,9.370E-01,6.485,0.099,10.9,2.773E+00,1,0,0.000,0.000,0.000,0.000,40,94,-72,104,000d,0,21n1,AAUA,0000,53,53,53,53,0,14,17,21,305629174,0.220,14.949,0.042,13.658,0.031,13.106,0.034,375.853402,57.295979
J202322.88+405238.6,305.8453632,40.8773945,20h23m22.89s,40d52m38.62s,0.1661,0.1744,-0.0471,14.743,0.067,16.1,1.632E+00,15.474,0.177,6.1,1.063E+00,11.666,null,-4.2,6.633E-01,5.748,0.079,13.8,1.637E+00,2,0,0.000,0.000,0.000,0.000,-184,270,122,292,000d,0,3nnn,ABUA,0000,50,51,9,51,0,20,2,23,305543482,0.817,16.815,null,15.363,0.119,15.252,null,376.260084,19.065861
J202248.83+404214.3,305.7034661,40.7039870,20h22m48.83s,40d42m14.35s,0.0480,0.0468,0.0056,12.244,0.024,44.5,6.602E+00,12.281,0.029,38.0,2.210E+00,11.264,null,0.6,6.060E-01,5.610,0.111,9.8,2.712E+00,1,0,0.000,0.001,0.000,0.002,0,60,0,56,0000,1,10n0,AAUB,0000,46,46,46,46,0,20,20,20,305528623,0.407,14.331,0.025,13.068,0.022,12.638,0.027,376.589600,224.515066
J202258.18+405225.1,305.7424316,40.8736543,20h22m58.18s,40d52m25.16s,0.1573,0.1615,-0.0327,14.666,0.063,17.2,1.019E+00,14.819,0.099,10.9,1.054E+00,10.243,null,-2.0,2.569E-01,5.749,null,-1.4,4.976E-01,1,0,0.000,0.000,0.000,0.000,74,247,571,249,0000,0,10nn,AAUU,0000,46,48,24,48,0,4,0,8,305543520,0.281,15.813,0.074,15.115,0.082,14.443,0.098,376.591997,335.313985
J202344.77+404542.6,305.9365597,40.7618358,20h23m44.77s,40d45m42.61s,0.1312,0.1282,-0.0258,14.422,0.049,22.0,1.625E+00,15.948,0.254,4.3,1.445E+00,12.162,null,-3.6,7.906E-01,6.021,null,1.9,4.850E-01,1,0,0.000,0.000,0.000,0.000,-89,634,-318,581,0000,0,2nnn,ABUU,0000,54,54,6,54,0,22,1,24,305628504,0.392,15.969,0.078,15.011,0.092,14.889,0.143,376.622904,99.187563
